idx,Output,Hypothesis,Entropy,Errors,Bridging score,3,2,1
1509,Runoff enters a body of water.,Runoff entering a lake affects that lake by causing algae to grow in it.,0.003050889369,0,0.00,,,
1510,"A heart is part of a organ system that includes blood vessels, kidneys, and bladder.","The heart, blood vessels, kidneys, and bladder working together makes them an organ system.",0.8920477264,0,0.13,,N,
1511,A hawk and an eagle are both carnivores.,An eagle is a kind of carnivore.,0.1480704647,0,0.98,,,
1512,Sierra nevada mountains can limit the water vapor reaching a location.,Sierra nevada mountains can limit the water vapor reaching nevada.,0.1152595637,0,0.07,,,
1513,A leaf is green in color and will scatter more light.,Leaves reflect green color.,0.8039571586,0,0.88,,,N?
1514,To change means to supply solar energy over billions of years.,The supply of solar energy will not change over billions of years.,0.3086749823,0,0.00,,,
1515,An insect has undergone metamorphosis.,The insect has undergone incomplete metamorphosis.,0.06050154101,0,0.00,,,
1516,Heat energy in ice is decreasing.,The block of ice will melt.,0.005110562777,0,0.00,,,
1517,Refraction causes light to be split into all different colors and form a rainbow.,A rainbow is formed by refraction of light by separating light / splitting light into all different colors.,0.09210713364,0,0.99,,,
1518,A graduated cylinder can be used to describe the volume of a liquid.,A graduated cylinder can be used to measure the volume of liquid water and solid water ice.,0.002967947863,0,0.00,,,
1519,Gravity causes a ball to be pulled down on a planet.,Gravity is the force that pulls the ball towards the planet.,0.6047226596,0,0.90,,,
1520,A petri dish can be used to examine the bacteria in a controlled setting.,A petri dish can be used to grow and study the bacteria in a controlled setting.,0.09645807879,0,0.17,,,
1521,Healing requires rest / energy from food.,Energy for healing comes from food.,0.06536650274,0,0.99,,,
1522,A chloroplast is a part of a plant cell.,Chloroplast can only be found in a plant cell.,0.1316348905,0,0.01,,,
1523,The number of cells in the body of the baby elephant will increase.,The number of cells in the adult elephant will be more than the number of cells in the baby elephant.,0.009125617496,0,0.01,,,
1524,Refraction can cause a prism to split light into different colors.,A prism refracts light and splits light into lights of different color.,0.4185074444,0,0.87,,,
1525,A lamp undergoes an energy transformation into light and heat energy.,A lamp converts electrical energy to light and heat energy.,0.04524115805,0,0.74,,,
1526,Neutrons have more mass than electrons and are located at the outside of the nucleus of an atom.,Most of the mass of an atom is located in the nucleus.,0.5962441298,0,0.04,,,
1527,Electrons are part of an atom that take up the largest amount of mass and volume in an atom and electrons take up less volume.,Electrons are part of an atom that take up the majority of the volume in an atom.,0.2630323827,0,0.96,,,
1528,A pot and a stove generate heat.,"If a pot become hot, then the handle of the pot will become hot.",0.003896460084,0,0.00,,,
1529,Moving away from the source of light will increase the distance.,"As the distance of the star to earth decreases, the star will appear brighter.",0.007309645891,0,0.01,,,
1530,Sugar cubes will dissolve in water when they are combined.,Sugar cubes will dissolve in water when they are combined.,0.05476101363,0,1.00,,,
1531,December has the least daylight during the winter in the northern hemisphere.,New york state has the least sunlight during december.,0.002652374142,0,0.00,,,
1532,A physicist studies energy required by simple machines to survive and a living thing to function.,A physicist is the scientist who study the relationship between simple machines and energy.,0.01304366553,0,0.93,,,
1533,Quartz and Feldspar are the minerals that make up rock.,Sometimes rocks are formed by quartz and feldspar mixed together.,0.2285213163,0,0.04,,,
1534,Water absorbing solar energy produces heat.,In the water cycle the sun has the role of causing evaporation.,0.01372414794,0,0.38,,,
1535,Causing rheumatoid arthritis is when the body attacks its own tissues.,The immune system becomes disordered first before rheumatoid arthritis occurs.,0.03207740342,0,0.15,,,
1536,Hunting is a kind of behavior.,Hunting is not an instinctive behavior.,0.05658964742,0,0.74,,,
1537,Electric current causes the body to become warm.,Electrical current running through a wire causes that wire to become warm.,0.01510245251,0,0.40,,,
1538,Nerve cells are the part of body that carries electrical signals to the eyes and the brain.,Nerves carry messages from the eyes to the brain.,0.1545722501,0,0.98,,,
1539,Ocean animal is similar to aquatic animal.,The grand canyon used to be covered by oceans in the past.,0.003848807422,0,0.00,,,
1540,The atom is the same as the hydrogen atom.,The atomic number of the atom will change.,0.007553439949,0,0.00,,,
1541,Lungs and skin are parts of birds and frogs.,The function of skin on frogs is similar to the function of lungs in birds.,0.9854592342,0,0.24,,,N
1542,Cell division can cause the baby elephant to grow into an adult elephant.,The number of cells in the adult elephant will be more than the number of cells in the baby elephant.,0.01800712392,0,0.02,,,
1543,Yard is a kind of measurement used to describe an object.,Meter is the metric unit that is the most similar to yard.,0.002998824725,0,0.00,,,
1544,An instinctive behavior is a kind of inherited behavior.,Hunting is not an instinctive behavior.,0.003782815768,0,0.00,,,
1545,The periodic table of elements can be used to identify / describe the properties of an element.,The periodic table of elements is the model that can be used to determine the properties of elements.,0.03939997738,0,0.25,,,
1546,A forest is dark in color and animals that live in a forest have black fur.,Having dark fur has a positive impact on an animal's survival in a forest.,0.004166612709,0,0.00,,,
1547,A complete revolution of earth around its star takes one planetary year.,A complete revolution of earth around the sun takes an earth year.,0.002307486668,0,0.05,,,
1548,Paper can be recycled many times.,Notebook paper can be recycled many times.,0.003950410327,0,0.00,,,
1549,Apparent magnitude is a measure of the brightness of a celestial object as observed on earth.,Apparent magnitude is a measure of the brightness of a star as observed on earth.,0.00861424825,0,0.28,,,
1550,To change solar energy means to supply solar energy over billions of years.,The supply of solar energy will not change over billions of years.,0.3378313262,0,0.00,,,
1551,A food preference is a kind of learned characteristics.,Food preference is not inherited from parents.,0.03219266066,0,0.17,,,
1552,Thermal conduction causes the heat flows from the frying pan to the cooler object.,Thermal conduction causes the heat flows from the burner to the frying pan.,0.009440051546,0,0.04,,,
1553,A river flooding changes the earth's surface by depositing soil on the surface.,The soil deposited by a river in flood plains are rich in nutrients.,0.002945906094,0,0.00,,,
1554,Objects in a mountain and in a body of water are part of the same environment.,The environment has changed from a body of water to mountains.,0.02994057913,0,0.00,,,
1555,Increasing the size of the leaves of a plant has a positive impact on that plant's survival.,Slow leaf growth has a negative impact on a plant's survival.,0.0147263104,0,0.01,,,
1556,"Students classify leaves by their physical property. """,Students are classifying the leaves by their properties.,0.1266506265,0,0.99,,,
1557,Plant parts are a source of spices.,"Paper, spices, and fibers are products of plants.",0.01024872354,0,0.03,,,
1558,Andy will be in southern hemisphere in august and northern hemisphere in winter.,Andy will experience winter in southern hemisphere in august.,0.806687397,0,0.98,,,C
1559,Grease can decrease the contact between the wheels and the gears.,Grease is used to decrease the friction on the wheels and gears moving on other surfaces.,0.02822555146,0,0.10,,,
1560,Zebras are a kind of food preference for lions.,Lions eating zebras is an example of inherited characteristic.,0.5631970389,0,0.62,,,
1561,"Students classify leaves by their appearance. """,Students are classifying the leaves by their properties.,0.232866023,0,0.73,,,
1562,Grease can decrease the force of the wheels rubbing against the gears.,Grease is used to decrease the friction on the wheels and gears moving on other surfaces.,0.03691697237,0,0.35,,,
1563,A sedimentary deposit contains high amounts of carbon and hydrogen.,A sedimentary deposit formed from organic material includes high amounts of carbon.,0.004789951688,0,0.00,,,
1564,A plant requires soil to grow.,The type of soil may have the greatest impact on plant growth.,0.004697415871,0,0.01,,,
1565,Plants use nutrients in soil to grow.,The type of soil may have the greatest impact on plant growth.,0.004546021088,0,0.00,,,
1566,A lack of food causes starvation in some animals that eat fish.,Starvation of the animals that eat fish can endanger those animals.,0.009182072238,0,0.16,,,
1567,Wildfire is when a forest contains many trees.,A jack pine tree will disperse seeds after a wildfire.,0.002824870901,0,0.00,,,
1568,Exercise and be good means to exercise and help maintain good health.,Exercise can help a human maintain good health.,0.003793775662,0,0.96,,,
1569,Mercury is a planet that has a year of 88 earth days.,A complete orbit of mercury around the sun takes around 88 earth days.,0.3227833697,0,0.01,,,
1570,The asteroid belt is the region containing the largest concentration of asteroids in the solar system.,The asteroid belt that contains the largest concentration of asteroids is located between mars and jupiter.,0.004008740369,0,0.00,,,
1571,Copper wire is an electrical conductor.,Copper is a material that is an electrical conductor.,0.4632492281,0,0.99,,,
1572,Decomposition is when a decomposer recycles / returns nutrients from dead organisms to the soil by eating those dead organisms.,Plant decomposition is important for the formation of fertile soil.,0.003160075653,0,0.00,,,
1573,The nervous system sends electrical signals to the brain by looking.,Nerves carry messages from the eyes to the brain.,0.6953969648,0,0.99,,,
1574,Ice fracturing is when water freezes and ice wedging causes rocks to crack by expanding in openings.,The ice formed by water freezing causes rocks to crack by expanding in openings.,0.09745286054,0,0.98,,,E?
1575,Atoms are made of particles that are diffucult to be made of.,The atomic number of the atom will change.,0.07497291198,0,0.03,,,
1576,Making renewable resources available has a positive impact on the things that use those resources.,An advantage of renewable resources is they are often available for many years.,0.002774519343,0,0.00,,,
1577,A stove is a source of heat for cooking.,"If a pot become hot, then the handle of the pot will become hot.",0.006018856214,0,0.01,,,
1578,Looking at light in a mirror is an example of looking at something in a reflector.,Looking at an image in a mirror is an example of light being reflected by a mirror.,0.005530336746,0,0.87,,,
1579,A balance is required by sand to determine the mass of sand and a measurement of the mass is required to measure the mass.,Determining the mass of the sand requires using a balance to measure the mass of the sand.,0.04773205459,0,1.00,,,
1580,"As the available water in an environment increases, the population of organisms using those resources will increase and a flood will occur.",A flood may cause the population of salamander to increase in an environment.,0.003414176655,0,0.00,,,
1581,A graduated cylinder can be used to record the volume of a liquid.,A graduated cylinder can be used to measure the volume of liquid water and solid water ice.,0.003050444937,0,0.00,,,
1582,Looking like other people can mean looking like other things.,Children usually resemble parents.,0.001716751461,0,0.00,,,
1583,The circular movement of an object around a center / axis causes rotation.,Earth rotating on its axis causes the cycle of day and night on earth.,0.004329778813,0,0.01,,,
1584,Gardens are outside in the summer to receive sunlight.,The plants in the gardens will receive the most sunlight in summer to grow during the day.,0.01673933851,0,0.05,,,
1585,The respiratory system and circulatory system bring oxygen to the body through parts of the body.,The respiratory system and circulatory system are similar because they bring oxygen to the body.,0.8345859058,0,0.27,,,E
1586,"The heart brings blood vessels, kidneys, and bladder work together.","The heart, blood vessels, kidneys, and bladder working together makes them an organ system.",0.0165872561,0,0.02,,,
1587,"When a river floods, that river deposits soil on the surface of the earth in flood plains.",The soil deposited by a river in flood plains are rich in nutrients.,0.003178942741,0,0.00,,,
1588,Grease can decrease the friction of wheels / gears.,Grease is used to decrease the friction on the wheels and gears moving on other surfaces.,0.0369006489,0,0.14,,,
1589,A dissecting kit is a piece of equipment used to examine amphibian anatomy.,A dissecting kit is a kind of instrument that can be used to study amphibian anatomy.,0.6195401246,0,1.00,,,
1590,Water absorbing sunlight in the water cycle causes the water to heat.,In the water cycle the sun has the role of causing evaporation.,0.03186547437,0,0.37,,,
1591,Lack of food causes starvation in some animals that eat fish.,Starvation of the animals that eat fish can endanger those animals.,0.009870164537,0,0.15,,,
1592,Ice and rock are two solid that are hard.,"Ice, a rock, and a piece of aluminum are all solids.",0.004576351699,0,0.00,,,
1593,The nucleus of an atom is made of protons and neutrons.,An atom is made of a core of protons and neutrons surrounded by electrons.,0.008938304664,0,0.01,,,
1594,An atom is made of a core surrounded by mostly empty space and a nucleus surrounded by almost empty space.,An atom has a positive core surrounded by mostly empty space.,0.01373212021,0,0.01,,,
1595,Eating / taking in food requires energy to repair.,Energy for healing comes from food.,0.08513070886,0,0.99,,,
1596,Fossils of ocean animals may be found in the sediment at the grand canyon.,The grand canyon used to be covered by oceans in the past.,0.06135235911,0,0.06,,,
1597,Coppor is the material that best conducts electricity in this example.,Copper is a material that is an electrical conductor.,0.03095880796,0,0.99,,,
1598,Lungs and skin are used for breathing by birds and frogs.,The function of skin on frogs is similar to the function of lungs in birds.,0.0631361618,0,0.52,,,
1599,Producing renewable electric energy requires renewable resources such as geothermal energy and solar energy.,Geothermal energy has the potential to produce renewable electric energy.,0.8013758028,0,0.94,,,E
1600,If sunlight transfers energy to something else then that something else absorbs that light energy.,Chlorophyll is used for absorbing light energy by plants.,0.003389611923,0,0.01,,,
1601,"Copper wire is a conductor. """,Copper is a material that is an electrical conductor.,0.006731349266,0,0.80,,,
1602,Centimeter is a kind of information used to describe the length of an object.,Centimeter is a metric unit used to describe the length of an object.,0.01061686133,0,0.07,,,
1603,A periodic table is the scientific model that can be used to describe the properties of an element.,The periodic table of elements is the model that can be used to determine the properties of elements.,0.07991555754,0,0.24,,,
1604,Looking at the moon has a negative impact on an eye's ability to see better.,Looking at the moon has less of a negative impact on the eyes.,0.1324662342,0,0.00,,,
1605,Yard is a kind of unit used to measure length.,Meter is the metric unit that is the most similar to yard.,0.002903182082,0,0.00,,,
1606,Brass is a mixture of two or more materials or substances.,Brass is a kind of alloy.,0.003808082725,0,0.03,,,
1607,Element nitrogen makes up 78 percent of the earth's atmosphere.,Element nitrogen makes up most of the earth's atmosphere.,0.2700564193,0,0.98,,,
1608,Pouring water onto soil causes deposition.,Pouring water onto soil is similar to the erosion on the canyon formation.,0.004718843491,0,0.02,,,
1609,If heat energy is absorbed from ice then ice will cool.,The block of ice will melt.,0.007421649889,0,0.02,,,
1610,Energy transformation requires geothermal energy to renew electric energy.,Geothermal energy has the potential to produce renewable electric energy.,0.9416937844,0,0.97,N,,
1611,A nucleus cannot be found in a prokaryotic cell.,A nucleus cannot be found in prokaryotic cells.,0.1026410391,0,0.99,,,
1612,"If something is made of two minerals, then that something contains quartz and feldspar.",Sometimes rocks are formed by quartz and feldspar mixed together.,0.02324263889,0,0.06,,,
1613,A heat engine converts heat energy to mechanical energy that can be used to push or pull another object.,The mechanical energy converted by the car engine causes the car to move.,0.07141798852,0,0.07,,,
1614,"If an object reflects a light of blue, then the object appears to be blue.",The blue block reflects blue light.,0.07327087594,0,0.06,,,
1615,December has the least daylight in the northern hemisphere.,New york state has the least sunlight during december.,0.003674932812,0,0.00,,,
1616,A lamp converts electrical energy into sunlight energy.,A lamp converts electrical energy to light and heat energy.,0.006757113,0,0.00,,,
1617,Wings are used by birds to move through air.,An example of an adaptation for flight in birds is feathers / wings / hollow bones.,0.01697201666,0,0.14,,,
1618,The presence of a nucleus in a prokaryotic cell indicates that the nucleus is located in that location.,A nucleus cannot be found in prokaryotic cells.,0.01646627854,0,0.00,,,
1619,Brass is made of copper and zinc metal.,Brass is a kind of alloy.,0.01252096372,0,0.84,,,
1620,Refraction of light can split the rainbow into different colors.,A rainbow is formed by refraction of light by separating light / splitting light into all different colors.,0.9446381633,0,0.83,E?,,
1621,Eating / taking in food is used to get minerals / energy by animals and leafy vegetables by living things.,Leafy vegetables are a good source of minerals.,0.07615921008,0,0.74,,,
1622,The moon will have a solar eclipse when the moon is in between the sun and the earth.,A solar eclipse could only happen during the new moon.,0.01562219767,0,0.00,,,
1623,Fossil fuel is similar to what that something is made of.,Chemical energy can be found in fossil fuels.,0.002833122908,0,0.01,,,
1624,Mitosis produces identical cells and meiosis produces cells with different characteristics from the parent cells.,Mitosis produces cells that are identical to the parent cell and meiosis produces cells that are different from the parent cell.,0.2962168013,0,0.98,,,
1625,Mountains on the moon are part of mountain area.,Both the surface of the moon and the surface of the earth contain mountains.,0.02078486866,0,0.11,,,
1626,A graduated cylinder can be used to measure the volume of water and the size of solid.,A graduated cylinder can be used to measure the volume of liquid water and solid water ice.,0.01418890609,0,0.00,,,
1627,A complete revolution of a planet around the sun takes one planetary year.,A complete revolution of earth around the sun takes an earth year.,0.1194243885,0,0.69,,,
1628,The grand canyon used to be covered by water in the past and plants were found in the sedimentary rocks.,The grand canyon used to be covered by oceans in the past.,0.005164506037,0,0.71,,,
1629,Looking at light is not looking at a reflection but at how light appears.,Looking at an image in a mirror is an example of light being reflected by a mirror.,0.002902948717,0,0.07,,,
1630,Refraction of light energy can split light into lights of different color.,A rainbow is formed by refraction of light by separating light / splitting light into all different colors.,0.01909723925,0,0.00,,,
1631,An anemometer is a kind of instrument that can be used to measure wind speed.,An anemometer is an instrument used to measure wind speed.,0.06703759563,0,1.00,,,
1632,The egg will experience thermal expansion but will decrease in temperature.,The water will increase in temperature and the egg will decrease in temperature.,0.02556959077,0,0.03,,,
1633,The heat will transfer to the pot and the stove.,"If a pot become hot, then the handle of the pot will become hot.",0.007104197272,0,0.01,,,
1634,To convert means to supply solar energy over billions of years.,The supply of solar energy will not change over billions of years.,0.2047558249,0,0.00,,,
1635,Andy lives in southern hemisphere in August and in northern hemisphere in the winter.,Andy will experience winter in southern hemisphere in august.,0.002646481633,0,0.62,,,
1636,A balance is required by sand to measure the mass of sand.,Determining the mass of the sand requires using a balance to measure the mass of the sand.,0.1875177029,0,0.99,,,
1637,Decomposition is when organic matter recycles nutrients from dead plants to the soil by eating those dead plants.,Plant decomposition is important for the formation of fertile soil.,0.009088747267,0,0.01,,,
1638,Sugar and water are two substances.,Sugar water is a mixture.,0.9058295804,0,0.34,,N,
1639,If light transfers energy to something else then that something else absorbs that light.,Chlorophyll is used for absorbing light energy by plants.,0.003391802815,0,0.00,,,
1640,Gravity causes the earth to have more mass than the moon.,Gravity causes the moon to orbit around the earth.,0.07451334359,0,0.01,,,
1641,"Runoff enters a lake. """,Runoff entering a lake affects that lake by causing algae to grow in it.,0.002740470675,0,0.00,,,
1642,The periodic table of elements can be used to describe the properties of an element and to predict the properties.,The periodic table of elements is the model that can be used to determine the properties of elements.,0.1913215642,0,0.73,,,
1643,Nutrients are absorbed from food in the small intestine.,Nutrients are absorbed from food in the small intestine.,0.06714860581,0,1.00,,,
1644,A physicist is a kind of scientist who studies the mechanical energy required for a simple machine to function.,A physicist is the scientist who study the relationship between simple machines and energy.,0.9569075796,0,0.95,N,,
1645,The positive charge of the atom changes.,The atomic number of the atom will change.,0.04604308736,0,0.29,,,
1646,"Brass is an alloy. "" """,Brass is a kind of alloy.,0.133297604,0,0.99,,,
1647,Water will cause ice wedging and crack rocks by expanding in openings.,The ice formed by water freezing causes rocks to crack by expanding in openings.,0.1378167457,0,0.11,,,
1648,Information in an organism's chromosomes causes similar characteristics to be passed from parent to offspring by dna.,Children usually resemble parents.,0.0429278941,0,0.24,,,
1649,Copper is a kind of material.,Copper is a material that is an electrical conductor.,0.003040522713,0,0.01,,,
1650,comet is a celestial object that orbits around the earth in an elliptical orbit once per 1000 years in the location of a planet.,Comets are the kind of celestial object that has a highly elliptical orbit and has a period of over 1000 years.,0.4033008595,0,0.79,,,
1651,Mitosis produces two diploid cells with a different organelle from the parent cell.,Mitosis is a source of two identical nuclei.,0.04408725106,0,0.00,,,
1652,Sound and no matter can travel in the vacuum.,Sound cannot travel through a vacuum.,0.771451142,0,0.06,,,E
1653,The water will decrease in temperature.,The water will increase in temperature and the egg will decrease in temperature.,0.002410243933,0,0.00,,,
1654,A balance can be used to determine the mass of a substance.,Determining the mass of the sand requires using a balance to measure the mass of the sand.,0.08602273386,0,0.03,,,
1655,Weight and mass are properties of objects / matter.,The robot will weigh less on mars than earth but will have the same mass.,0.001825010444,0,0.00,,,
1656,Students are sorting leaves by their properties.,Students are classifying the leaves by their properties.,0.2372045671,0,0.99,,,
1657,"Light absorbs solar energy. ""energy absorbs energy from the sun and transfers solar energy to something else.",Chlorophyll is used for absorbing light energy by plants.,0.003963074651,0,0.01,,,
1658,The student is seeing the milky way galaxy.,The student observes the milky way galaxy at night.,0.007699238099,0,0.00,,,
1659,The body will attack its own tissues first before rheumatoid arthritis.,The immune system becomes disordered first before rheumatoid arthritis occurs.,0.009791010609,0,0.48,,,
1660,Combining baking soda and vinegar can cause chemical reactions.,Combining baking soda and vinegar can cause chemical reactions.,0.07794656948,0,0.99,,,
1661,Iron in contact with water and oxygen will form rust.,Iron rusting is a kind of chemical change.,0.02639774277,0,0.15,,,
1662,New york state has the least daylight hours during December.,New york state has the least sunlight during december.,0.7802031981,0,0.97,,,N?
1663,An atom is made of a core surrounded by a nucleus and a lot of empty space.,An atom has a positive core surrounded by mostly empty space.,0.02115393993,0,0.01,,,
1664,Water absorbs solar energy in the water cycle and causes the water to heat.,In the water cycle the sun has the role of causing evaporation.,0.04235582304,0,0.39,,,
1665,Structural geologists and paleontologists study fossils in the process of rock formation to study the history of rocks on earth.,Structural geologists and paleontologists both study the history and processes of earth.,0.4848007121,0,0.93,,,
1666,The formation of sediments will follow weathering and erosion.,"After weathering, erosion will be the next step in the rock cycle.",0.01147451148,0,0.25,,,
1667,The person in a dark room and the person outside in the day is not seeing.,The person outside cannot see the person in the dark room.,0.7514216951,0,0.98,,,
1668,Glass bottles can be reused many times.,Glass bottles can be reused many times.,0.1044160254,0,0.99,,,
1669,Nerves are the part of body that carries electrical signals to the eyes and the brain.,Nerves carry messages from the eyes to the brain.,0.1712394591,0,0.98,,,
1670,The reproduction of somatic cells produces two somatic cell with the same number of chromosomes.,The number of chromosomes of two somatic cells will most likely be the same.,0.243030745,0,0.06,,,
1671,Exposure to extreme heat and pressure changes shale into igneous rock and metamorphic rock.,Exposure to increased pressure metamorphoses shale into slate.,0.004139868798,0,0.00,,,
1672,A bacterium breaks down dead plants in fertile soil.,Bacteria causes soil to become more fertile by breaking down dead plants and animals.,0.1390545556,0,0.00,,,
1673,The mass of the ice will stay the same in water.,The mass of the ice will not change.,0.1082458142,0,0.99,,,
1674,Hunting is a kind of characteristic.,Hunting is not an instinctive behavior.,0.07298636249,0,0.62,,,
1675,Andy lives in August in the southern hemisphere and in the winter in the northern hemisphere.,Andy will experience winter in southern hemisphere in august.,0.001993327239,0,0.51,,,
1676,Gardens are located outside in the summer to receive sunlight during the day to grow plants.,The plants in the gardens will receive the most sunlight in summer to grow during the day.,0.1870513434,0,0.13,,,
1677,A heat engine converts the potential energy of the car into mechanical energy that can cause the car to move.,The mechanical energy converted by the car engine causes the car to move.,0.08181059981,0,0.98,,,
1678,Eating / taking in food is used to get minerals by animals / living things.,Leafy vegetables are a good source of minerals.,0.00250627523,0,0.00,,,
1679,A leaf is green in color and a leaf is brown in color.,Leaves reflect green color.,0.5055021578,0,0.79,,,N?
1680,A cell wall and bark provide support for a plant cell.,A cell wall has a similar function to the bark of a tree.,0.02197080065,0,0.46,,,
1681,Burying an acorn in soil is a kind of method for providing soil to a plant.,An acorn may sprout when buried in soil.,0.02697971752,0,0.11,,,
1682,Algae can enter a lake when runoff enters it.,Runoff entering a lake affects that lake by causing algae to grow in it.,0.9984659932,0,0.68,,,N
1683,The earth rotating on its axis causes cycles of day and night on earth.,Earth rotating on its axis causes the cycle of day and night on earth.,0.06879099228,0,1.00,,,
1684,The class and composition of a rock can be used to identify the rock.,"Rocks are classified as igneous, sedimentary, or metamorphic based on how they are formed.",0.004378304719,0,0.02,,,
1685,Eagles and carnivores only eat animals.,An eagle is a kind of carnivore.,0.2589780585,0,0.88,,,
1686,A prokaryotic cell does not contain a nucleus located in.,A nucleus cannot be found in prokaryotic cells.,0.3081936455,0,0.98,,,
1687,A flood can cause the population of organisms in a body of water to increase.,A flood may cause the population of salamander to increase in an environment.,0.002163262023,0,0.00,,,
1688,Solar energy is a renewable resource that can be used to heat a home by a heating system.,Solar energy is a kind of renewable resource that is used for heating a home.,0.06998899027,0,1.00,,,
1689,The supply of solar energy is an inexhaustible resource over a billion years.,The supply of solar energy will not change over billions of years.,0.9872153532,0,0.91,,,E?
1690,The kidneys perform the function of removing waste from the body.,The kidneys help remove waste from the body.,0.0766038098,0,0.99,,,
1691,Warm up will increase the temperature of ice.,Ice melting is a kind of physical change.,0.06822565127,0,0.10,,,
1692,Mixture means different solids are combined together that maintain the same physical properties.,Different solids that are combined will become a mixture.,0.4480846016,0,0.97,,,
1693,Sierra nevada mountains have a positive impact on water vapor reaching a location but can limit the water vapor reach a location.,Sierra nevada mountains can limit the water vapor reaching nevada.,0.2470990432,0,0.03,,,
1694,A refrigerator can be used for keeping food fresh for a long period of time.,Refrigerator is the invention that can keep food fresh for a long period of time.,0.8901740813,0,0.98,,E,
1695,Wings are used by birds to move through air / space.,An example of an adaptation for flight in birds is feathers / wings / hollow bones.,0.01830723033,0,0.24,,,
1696,The tundra is cool than other areas.,A tundra is a kind of area that is usually very cold in temperature.,0.5136562321,0,0.81,,,
1697,Apparent magnitude is used to describe the brightness of stars as observed on earth.,Apparent magnitude is a measure of the brightness of a star as observed on earth.,0.08200872602,0,1.00,,,
1698,Ice absorbing energy will cause ice to melt and heat above its melting point.,The block of ice will melt.,0.06258116099,0,0.32,,,
1699,Glacial movement can cause scratches in sedimentary rock.,Glacial movement often causes bedrock to appear polished and leaves scratches in rocks.,0.008602555816,0,0.01,,,
1700,Waste must be removed from the body.,The kidneys help remove waste from the body.,0.004643019278,0,0.00,,,
1701,The object will move through a pattern of compressions and rarefactions.,Compression waves cause object to move in the same direction of the wave.,0.03900177,0,0.30,,,
1702,To change means to have an effect at the atomic level.,The atomic number of the atom will change.,0.008322785322,0,0.01,,,
1703,Glacial movement can cause sedimentary rock and bedrock to appear polished.,Glacial movement often causes bedrock to appear polished and leaves scratches in rocks.,0.003445177441,0,0.00,,,
1704,"If fossils of a water animal or plant are found in the grand canyon, then that place used to be covered by water in the past.",The grand canyon used to be covered by oceans in the past.,0.01024852266,0,0.50,,,
1705,Glacial movement often causes bedrock to appear polished and leaves scratches in rocks.,Glacial movement often causes bedrock to appear polished and leaves scratches in rocks.,0.07792021796,0,0.99,,,
1706,Decomposition is when dead organisms are recycled as nutrients to the soil.,Plant decomposition is important for the formation of fertile soil.,0.003361456284,0,0.00,,,
1707,Soil contains nutrients that impact plant growth.,The type of soil may have the greatest impact on plant growth.,0.006329320505,0,0.01,,,
1708,The person looking into the dark room is not seeing.,The person outside cannot see the person in the dark room.,0.003145477145,0,0.67,,,
1709,Decompostition is when organic matter recycles nutrients from dead plant to the soil by eating those dead plant.,Plant decomposition is important for the formation of fertile soil.,0.009425617756,0,0.00,,,
1710,A plant requires sunlight in the summer to grow.,The plants in the gardens will receive the most sunlight in summer to grow during the day.,0.00495783774,0,0.00,,,
1711,Brass is a kind of alloy.,Brass is a kind of alloy.,0.09218359836,0,0.99,,,
1712,The vomiting reflex is used to remove poisonous material from the stomach before it is absorbed.,The main function of the vomiting reflex is to remove toxic material from the stomach before it is absorbed.,0.9990142222,0,0.46,,,N?
1713,Moving toward the source of light causes the light to appear brighter and increases the distance between the moving object and the source.,"As the distance of the star to earth decreases, the star will appear brighter.",0.02336027376,0,0.04,,,
1714,The sun is the largest star in our galaxy.,The sun is average in size and average in temperature in our galaxy.,0.001930466825,0,0.00,,,
1715,The core of an atom is made of protons and neutrons.,An atom is made of a core of protons and neutrons surrounded by electrons.,0.007318360425,0,0.00,,,
1716,Canyons are formed by flowing rivers through erosion and deposition and pouring water onto soil over a long period of time.,Pouring water onto soil is similar to the erosion on the canyon formation.,0.05654241805,0,0.80,,,
1717,A landslide can happen in an area receiving rain.,A landslide after a rainstorm can move rocks downhill from the mountain.,0.003619112115,0,0.00,,,
1718,Mitosis produces cells with the same nucleus as the parent cell.,Mitosis is a source of two identical nuclei.,0.6999688981,0,0.82,,,
1719,Mass and weight are physical properties.,The robot will weigh less on mars than earth but will have the same mass.,0.002028464687,0,0.00,,,
1720,A planet and a comet orbit are both celestial objects that orbit in an elliptical orbit.,Comets are the kind of celestial object that has a highly elliptical orbit and has a period of over 1000 years.,0.002330452856,0,0.00,,,
1721,Friction causes the speed of the rolling soccer ball to decrease.,Friction will cause the speed of the rolling soccer ball to decrease.,0.5926388484,0,0.97,,,
1722,Many automobiles increase the amount of pollution in the air.,Many automobiles increase the pollution in the air.,0.07516079234,0,0.99,,,
1723,A comet is a celestial object that orbits around the earth in an elliptical orbit once per 1000 years.,Comets are the kind of celestial object that has a highly elliptical orbit and has a period of over 1000 years.,0.1150038573,0,0.76,,,
1724,Apparent magnitude is used to describe the brightness of celestial object as observed on earth.,Apparent magnitude is a measure of the brightness of a star as observed on earth.,0.01450664572,0,0.73,,,
1725,Elephant will become adult animals when they are born.,The number of cells in the adult elephant will be more than the number of cells in the baby elephant.,0.01132639886,0,0.06,,,
1726,Heat energy will increase the temperature of ice.,Ice melting is a kind of physical change.,0.08933509719,0,0.20,,,
1727,"When water freezes, that water expands in a crack in a rock.","If water freezes in the crack of the rock, then the rock will break apart by water expanding when it freezes.",0.2405823244,0,0.19,,,
